Ref#,Property Name,State,County,City,Street & Number,Listed Date,Area of Significance,geometry,longitude,latitude,fipsBlock,fipsTract,STCOFIPS,CFLD_AFREQ,CFLD_RISKS,CFLD_RISKR,RFLD_AFREQ,RFLD_RISKS,RFLD_RISKR
70000741,Spanish Governor's Palace,TEXAS,Bexar,San Antonio,105 Military Plaza,4/15/1970,MILITARY; ARCHITECTURE,POINT (-98.49566453999995 29.42494713500002),-98.49566454,29.42494714,480291101003059,48029110100,48029,,,Not Applicable,7.916666666,20.27880669,Relatively High
71000861,Wells Fargo and Company Express Building,UTAH,Washington,Silver Reef,Main St.,3/11/1971,INDUSTRY; COMMERCE,POINT (-113.367461065 37.25303342000007),-113.3674611,37.25303342,490532701004080,49053270100,49053,,,Not Applicable,6.041666666,71.71402687,Very High
71000864,Washington Cotton Factory,UTAH,Washington,Washington,On U.S. 91 (Frontage Rd. West),4/16/1971,INDUSTRY; AGRICULTURE,POINT (-113.515518787 37.12914659100005),-113.5155188,37.12914659,490532708022009,49053270802,49053,,,Not Applicable,6.041666666,41.46200029,Very High
71000860,"Hamblin, Jacob, House",UTAH,Washington,Santa Clara,US 91,3/11/1971,RELIGION,POINT (-113.660799676 37.13330747900005),-113.6607997,37.13330748,490532705004010,49053270500,49053,,,Not Applicable,6.041666666,40.16402739,Very High
70000634,Old Washington County Courthouse,UTAH,Washington,St. George,85 E. 100 North,9/22/1970,POLITICS/GOVERNMENT,POINT (-113.581346652 37.11080582900007),-113.5813467,37.11080583,490532703002096,49053270300,49053,,,Not Applicable,6.041666666,35.18027517,Very High
71000862,St. George Tabernacle,UTAH,Washington,St. George,Jct. of Tabernacle and Main Sts.,5/14/1971,ARCHITECTURE; RELIGION,POINT (-113.5835705109999 37.10803574600004),-113.5835705,37.10803575,490532703001035,49053270300,49053,,,Not Applicable,6.041666666,35.18027517,Very High
71000863,"Young, Brigham, Winter Home and Office",UTAH,Washington,St. George,Corner of 200 North and 100 West,2/22/1971,ARCHITECTURE; RELIGION,POINT (-113.584882753 37.11145699900004),-113.5848828,37.111457,490532703001028,49053270300,49053,,,Not Applicable,6.041666666,35.18027517,Very High
66000796,Robbins and Lawrence Armory and Machine Shop,VERMONT,Windsor,Windsor,S. Main St.,11/13/1966,INDUSTRY; COMMERCE,POINT (-72.38924888699995 43.47476153400004),-72.38924889,43.47476153,500279660003020,50027966000,50027,,,Not Applicable,1.708333333,37.06786834,Very High
70000739,Vermont Statehouse,VERMONT,Washington,Montpelier,State St.,12/30/1970,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-72.58032373899994 44.26243638300008),-72.58032374,44.26243638,500239546002004,50023954600,50023,,,Not Applicable,2.333333333,35.57672481,Very High
3001166,Union Co-operative Store Bakery,VERMONT,Washington,Barre,46 1/2 Granite St.,11/13/2003,COMMERCE; EUROPEAN,POINT (-72.50664986599998 44.19858857800006),-72.50664987,44.19858858,500239552004007,50023955200,50023,,,Not Applicable,2.333333333,32.64598677,Relatively High
77000107,Stellafane Observatory,VERMONT,Windsor,North Springfield,S of North Springfield off Breezy Hill Rd.,11/7/1977,EDUCATION; SCIENCE; INVENTION,POINT (-72.51887619199994 43.27807633500004),-72.51887619,43.27807634,500279666004017,50027966600,50027,,,Not Applicable,1.708333333,26.27196107,Relatively High
66000841,Christ Church,VIRGINIA,Lancaster,Irvington,3 mi. S of Kilmarnock on VA 3,10/15/1966,ARCHITECTURE,POINT (-76.42378116499998 37.68067335100005),-76.42378116,37.68067335,511030303001006,51103030300,51103,4.447904493,36.92255169,Relatively High,0.333333333,29.82007735,Relatively High
69000246,Berry Hill,VIRGINIA,Halifax,South Boston,S of jct. of Rtes. 659 and 682,11/25/1969,ARCHITECTURE,POINT (-78.94395939499998 36.69869334200007),-78.94395939,36.69869334,510839306002065,51083930600,51083,,,Not Applicable,4.625,27.28983652,Relatively High
66000926,"Wilson, Woodrow, Birthplace",VIRGINIA,Staunton,Staunton (Independent City),N. Coalter St. between Beverly and Frederick Sts.,10/15/1966,POLITICS/GOVERNMENT,POINT (-79.06888695799995 38.15046122900003),-79.06888696,38.15046123,517900001001019,51790000100,51790,,,Not Applicable,0.666666666,21.48416707,Relatively High
95001559,Brooklyn Tobacco Factory,VIRGINIA,Halifax,Brooklyn,"VA 650 N side, 0.25 mi. E of jct. with VA 820",1/22/1996,INDUSTRY,POINT (-79.14488984499997 36.67945974400004),-79.14488984,36.67945974,510839303011081,51083930301,51083,,,Not Applicable,4.625,20.40125577,Relatively High
78002749,Arctic Building,WASHINGTON,King,Seattle,306 Cherry St.,11/28/1978,ARCHITECTURE; SOCIAL HISTORY,POINT (-122.3317934469999 47.60376368900006),-122.3317934,47.60376369,530330081002035,53033008100,53033,4.5,41.69236978,Very High,0.291666666,3.598510192,Very Low
79002538,Olympic Hotel,WASHINGTON,King,Seattle,1200--1220 4th Ave.,6/15/1979,ARCHITECTURE; SOCIAL HISTORY,POINT (-122.334263934 47.60827698800006),-122.3342639,47.60827699,530330081002021,53033008100,53033,4.5,41.69236978,Very High,0.291666666,3.598510192,Very Low
79002546,Klipsan Beach Life Saving Station,WASHINGTON,Pacific,Klipsan Beach,WA 103,7/5/1979,MILITARY; TRANSPORTATION; SOCIAL HISTORY,POINT (-124.053710138 46.46451401100006),-124.0537101,46.46451401,530499507001013,53049950700,53049,4.51,31.29904323,Relatively High,0.625,18.3591154,Relatively Moderate
78002755,Seattle Electric Company Georgetown Steam Plant,WASHINGTON,King,Seattle,Off WA 99 at King County Airport,8/1/1978,ENGINEERING,POINT (-122.316356268 47.54284687000006),-122.3163563,47.54284687,530330109001028,53033010900,53033,4.5,29.84895765,Relatively High,0,0,No Rating
78002758,Point No Point Light Station,WASHINGTON,Kitsap,Hansville,E of Hansville,8/10/1978,NATIVE AMERICAN; TRANSPORTATION; EXPLORATION/SETTLEMENT,POINT (-122.52670971 47.91217960600005),-122.5267097,47.91217961,530350901023003,53035090102,53035,4.5,28.78235964,Relatively High,0.041666666,3.972893531,Very Low
75001856,Naval Military Hangar-University Shell House,WASHINGTON,King,Seattle,University of Washington campus,7/1/1975,TRANSPORTATION; ARCHITECTURE,POINT (-122.3000716499999 47.64793359400005),-122.3000716,47.64793359,530330053023000,53033005302,53033,4.5,28.38025918,Relatively High,0,0,No Rating
74001975,Union Passenger Station,WASHINGTON,Pierce,Tacoma,1713 Pacific Ave.,3/15/1974,TRANSPORTATION; ARCHITECTURE,POINT (-122.4362084589999 47.24601968000007),-122.4362085,47.24601968,530530602001120,53053060200,53053,4.51,26.87789826,Relatively High,0.125,5.567649158,Relatively Low
79002537,"Ferry, Pierre P., House",WASHINGTON,King,Seattle,"1531 10th Ave., E.",4/18/1979,ART; ARCHITECTURE,POINT (-122.320093571 47.63392757200006),-122.3200936,47.63392757,530330066001008,53033006600,53033,4.5,25.22837453,Relatively High,0,0,No Rating
75001847,"Klager, Hulda, Lilac Gardens",WASHINGTON,Cowlitz,Woodland,115 S. Pekin Rd.,7/17/1975,SCIENCE,POINT (-122.7532035899999 45.89728164600007),-122.7532036,45.89728165,530150015024019,53015001502,53015,4.502,21.68764914,Relatively High,0.833333333,23.96065848,Relatively High
86000813,La Wis Wis Guard Station No. 1165,WASHINGTON,Lewis,Packwood,Gifford Pinchot National Forest,4/8/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-121.584514247 46.67648730100007),-121.5845142,46.6764873,530419720003112,53041972000,53041,,,Not Applicable,0.208333333,23.28268279,Relatively High
86000815,North Fork Guard Station No. 1142,WASHINGTON,Lewis,Randle,"Randle Ranger Station, Gifford Pinchot National Forest",4/11/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-121.786605105 46.45331822200006),-121.7866051,46.45331822,530419720003044,53041972000,53041,,,Not Applicable,0.208333333,23.28268279,Relatively High
86000816,Randle Ranger Station-Work Center,WASHINGTON,Lewis,Randle,Gifford Pinchot National Forest,4/8/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-121.959059295 46.53532194400003),-121.9590593,46.53532194,530419720001000,53041972000,53041,,,Not Applicable,0.208333333,23.28268279,Relatively High
86000814,Lost Lake Guard Station,WASHINGTON,Okanogan,Tonasket,Okanogan National Forest,4/11/1986,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-119.049545367 48.84503871600003),-119.0495454,48.84503872,530479703001194,53047970300,53047,,,Not Applicable,2,20.65241262,Relatively High
79003256,McDowell County Courthouse,WEST VIRGINIA,McDowell,Welch,Wyoming St.,8/29/1979,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-81.58396840599994 37.43271621500003),-81.58396841,37.43271622,540479545031028,54047954503,54047,,,Not Applicable,1.458333333,58.36823983,Very High
70000660,West Virginia Independence Hall,WEST VIRGINIA,Ohio,Wheeling,1524 Market St.,1/26/1970,MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-80.72190235999994 40.06427572300004),-80.72190236,40.06427572,540690027001045,54069002700,54069,,,Not Applicable,1.416666666,30.98808081,Relatively High
79002596,Wheeling Baltimore and Ohio Railroad Passenger Station,WEST VIRGINIA,Ohio,Wheeling,College Sq.,3/26/1979,TRANSPORTATION; ARCHITECTURE,POINT (-80.72143734699995 40.06328354000004),-80.72143735,40.06328354,540690027001044,54069002700,54069,,,Not Applicable,1.416666666,30.98808081,Relatively High
74002001,"Lee, Lighthorse Harry, Cabin",WEST VIRGINIA,Hardy,Mathias,W of Mathias in Lost River State Park,7/30/1974,MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-78.92332787899994 38.89487374700008),-78.92332788,38.89487375,540319703004045,54031970300,54031,,,Not Applicable,1.5,29.95786567,Relatively High
70000651,"Campbell, Alexander, Mansion",WEST VIRGINIA,Brooke,Bethany,E of Bethany on WV 67,10/15/1970,POLITICS/GOVERNMENT; RELIGION; EDUCATION; LITERATURE,POINT (-80.54740048899998 40.20769954300005),-80.54740049,40.20769954,540090316002002,54009031600,54009,,,Not Applicable,1.416666666,26.97389837,Relatively High
79002571,Delta Tau Delta Founders House,WEST VIRGINIA,Brooke,Bethany,211 Main St.,5/29/1979,SOCIAL HISTORY,POINT (-80.55716946199999 40.20530472000007),-80.55716946,40.20530472,540090316002013,54009031600,54009,,,Not Applicable,1.416666666,26.97389837,Relatively High
76001932,Old Bethany Church,WEST VIRGINIA,Brooke,Bethany,Main and Church Sts.,12/12/1976,EDUCATION; RELIGION,POINT (-80.55398918799995 40.20646375700005),-80.55398919,40.20646376,540090316002015,54009031600,54009,,,Not Applicable,1.416666666,26.97389837,Relatively High
70000652,"Old Main, Bethany College",WEST VIRGINIA,Brooke,Bethany,Bethany College campus,8/25/1970,EDUCATION; ARCHITECTURE,POINT (-80.56010355899997 40.20585645700004),-80.56010356,40.20585646,540090316002004,54009031600,54009,,,Not Applicable,1.416666666,26.97389837,Relatively High
87002521,Scanlon Farm,WEST VIRGINIA,Hampshire,Three Churches,Three Churches Run Rd.,2/3/1988,POLITICS/GOVERNMENT; SOCIAL HISTORY,POINT (-78.64578535899994 39.39891224800004),-78.64578536,39.39891225,540279683003006,54027968300,54027,,,Not Applicable,2.041666666,25.5983248,Relatively High
87002526,"Starks, Samuel, House",WEST VIRGINIA,Kanawha,Charleston,413 Shrewsbury St.,2/1/1988,BLACK; POLITICS/GOVERNMENT; SOCIAL HISTORY,POINT (-81.63042196599997 38.35062867400006),-81.63042197,38.35062867,540390009001146,54039000900,54039,,,Not Applicable,3.708333333,25.07586434,Relatively High
94000217,Chafin House,WEST VIRGINIA,Logan,Logan,581 Main St.,3/28/1994,MILITARY; SOCIAL HISTORY; POLITICS/GOVERNMENT,POINT (-81.98591696999995 37.84464913900007),-81.98591697,37.84464914,540459569002043,54045956900,54045,,,Not Applicable,1.916666666,23.04723136,Relatively High
73001903,Fort Pleasant,WEST VIRGINIA,Hardy,Moorefield,N of Moorefield,7/16/1973,MILITARY; ARCHITECTURE,POINT (-78.94848850399995 39.13372615400004),-78.9484885,39.13372615,540319701003174,54031970100,54031,,,Not Applicable,1.5,21.76869223,Relatively High
80004031,"McCausland, Gen. John, House",WEST VIRGINIA,Mason,Leon,WV 35,6/16/1980,AGRICULTURE; MILITARY; ARCHITECTURE,POINT (-81.97054150999998 38.65740687500005),-81.97054151,38.65740688,540539551022131,54053955102,54053,,,Not Applicable,1.958333333,21.69450191,Relatively High
78002791,"Jenkins, Gen. Albert Gallatin, House",WEST VIRGINIA,Cabell,Green Bottom,8814 Ohio River Rd.,5/22/1978,MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-82.24928011799994 38.58672171800004),-82.24928012,38.58672172,540110107005006,54011010700,54011,,,Not Applicable,2.541666666,21.20349349,Relatively High
74002016,Rehoboth Church,WEST VIRGINIA,Monroe,Union,2 mi. E of Union off WV 3,12/31/1974,ARCHITECTURE; RELIGION,POINT (-80.50639464399995 37.59024973900006),-80.50639464,37.59024974,540639502003008,54063950200,54063,,,Not Applicable,1.25,20.50907157,Relatively High
78002811,Old Stone House,WEST VIRGINIA,Ritchie,Pennsburo,310 W. Myles Ave.,7/21/1978,COMMUNITY PLANNING AND DEVELOPMENT; TRANSPORTATION; EXPLORATION/SETTLEMENT,POINT (-80.97211973299994 39.28484638300006),-80.97211973,39.28484638,540859623002040,54085962300,54085,,,Not Applicable,1.583333333,20.37528321,Relatively High
8000028,"Hunt, W. Ben, Cabin",WISCONSIN,Milwaukee,Hales Corners,5885 S. 116th St.,2/13/2008,EDUCATION; ARCHITECTURE,POINT (-88.05935228799996 42.93765281300006),-88.05935229,42.93765281,550791302003006,55079130200,55079,0,0,No Rating,1.875,20.49824871,Relatively High
66000800,Astor Fur Warehouse,WISCONSIN,Crawford,Prairie du Chien,"Water St., St. Feriole Island",10/15/1966,COMMERCE; EXPLORATION/SETTLEMENT,POINT (-91.16022243499998 43.05498188800004),-91.16022243,43.05498189,550239604003046,55023960400,55023,,,Not Applicable,2.708333333,30.46772235,Relatively High
66000801,"Brisbois, Michael, House",WISCONSIN,Crawford,Prairie du Chien,"Water St., St. Feriole Island",10/15/1966,EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-91.15987577799996 43.05425594700006),-91.15987578,43.05425595,550239604003046,55023960400,55023,,,Not Applicable,2.708333333,30.46772235,Relatively High
66000122,Dousman Hotel,WISCONSIN,Crawford,Prairie du Chien,Fisher St. and River Rd.,10/15/1966,COMMERCE; EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-91.15986280699997 43.05386854200003),-91.15986281,43.05386854,550239604003046,55023960400,55023,,,Not Applicable,2.708333333,30.46772235,Relatively High
93000142,"Vertefeuille, Francois, House",WISCONSIN,Crawford,Prairie du Chien,"Hwy. K, 0.35 mi. S of jct. with Limery Rd.",3/18/1993,EUROPEAN; EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-91.14943363399999 43.08299208100004),-91.14943363,43.08299208,550239604003055,55023960400,55023,,,Not Applicable,2.708333333,30.46772235,Relatively High
74000122,"A. D. German Wholesale Company and Warehouse, Additional Documentation",WISCONSIN,Richland,Richland Center,"177 E. Haseltine St., 316 S. Church St.",12/31/1974,ARCHITECTURE,POINT (-90.38449615199994 43.33332276500005),-90.38449615,43.33332277,551039704003039,55103970400,55103,,,Not Applicable,1.416666666,25.43067758,Relatively High
96001361,Central House Hotel,WISCONSIN,Grant,Boscobel,1005 Wiscinsin Ave.,11/27/1996,SOCIAL HISTORY; COMMERCE; ARCHITECTURE,POINT (-90.70558232799999 43.13438089000005),-90.70558233,43.13438089,550439602004020,55043960200,55043,,,Not Applicable,3,22.05150055,Relatively High
79000067,"Powers, Strange, House",WISCONSIN,Crawford,Prairie du Chien,338 N. Main St.,8/27/1979,EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-91.14842674199997 43.05524180000003),-91.14842674,43.0552418,550239605002000,55023960500,55023,,,Not Applicable,2.708333333,20.71829703,Relatively High
66000759,Wapiti Ranger Station,WYOMING,Park,Wapiti,Shoshone National Forest,10/15/1966,CONSERVATION,POINT (-109.616847422 44.46577458900003),-109.6168474,44.46577459,560299653001708,56029965300,56029,,,Not Applicable,0.833333333,21.47003786,Relatively High
